_id,Public_Health_Outcomes_Framework,Award_Reference,Programme,Funding_Stream,Chief_Investigator,Contractor,Start_Date,End_Date,Award_Title,Abstract,Status,Funding_and_Awards_Link,Award Budget
690480784f47b4e2063a0ede,Healthcare Public Health and Preventing Premature Mortality,DRF-2013-06-035,NIHR Fellowships,Doctoral Research Fellowship,Dr Carl McQueen,University of Warwick,2013-09-01,2016-08-31,Development of a clinical decision tool to aid in the identification of cases of major trauma from emergency calls to an Ambulance Service in the United Kingdom.,Training Award,Complete,https://fundingawards.nihr.ac.uk/award/DRF-2013-06-035,"£281,576.42"
690480784f47b4e2063a0edf,Healthcare Public Health and Preventing Premature Mortality,DRF-2013-06-049,NIHR Fellowships,Doctoral Research Fellowship,Dr Duncan Edwards,University of Cambridge,2013-12-01,2018-11-30,How and why does uptake of secondary prevention medication after stroke vary between general practices and between patient groups?,Training Award,Complete,https://fundingawards.nihr.ac.uk/award/DRF-2013-06-049,"£434,654.00"
690480784f47b4e2063a0ee0,Healthcare Public Health and Preventing Premature Mortality,DRF-2013-06-168,NIHR Fellowships,Doctoral Research Fellowship,Dr Fiona McGill,University of Liverpool,2013-10-01,2016-09-30,Improving the diagnosis of meningitis in adults in the UK,Training Award,Complete,https://fundingawards.nihr.ac.uk/award/DRF-2013-06-168,"£376,526.83"
690480784f47b4e2063a0ee1,Improving the Wider Determinants of Health,DRF-2014-07-083,NIHR Fellowships,Doctoral Research Fellowship,Dr John Ford,University of East Anglia,2014-11-01,2018-10-31,Improving access to high quality primary care for socio-economically disadvantaged older people in rural areas: a mixed method study,"Nine million people live in rural areas of England, of whom one in five is over 65 years old. In rural areas, the population of over 85 year olds is the fastest growing age group. Poverty is high in older rural people with a sixth of rural pensioners living below the poverty threshold (below 60% of median income). Access to primary care for rural older people is challenging with one in five living more than 4km from their GP practice and one in three not having access to a car. A review of equality of access to healthcare in the UK found that rural individuals, older people and those in lower socio-economic groups have reduced access to healthcare. There is likely to be a compounding effect when these co-exist. Poor access leads to preventable health inequalities, and increased use of urgent care services including unplanned hospital admissions. The aim of this study is to develop an intervention to improve access to high-quality primary care in socio-economically disadvantaged older people in rural areas and undertake a feasibility study of the intervention. The research questions are: What are the barriers to accessing high-quality primary care for socio-economically disadvantaged older people in rural areas and what are the underlying mechanisms? How and why do patient-side (e.g. social isolation, immobility) and provider-side (e.g. appointment booking system) access barriers interact to affect quality of care and clinical outcomes? What intervention will best improve access to high-quality primary care for socio-economically disadvantaged older people in rural areas? What information is needed to design the definitive RCT for this intervention? Stage 1 aims to understand the barriers, and their interactions, to accessing high-quality primary care in this group (research question 1+2). This will involve a) undertaking a rapid realist review, b) analysing the English Longitudinal Study of Ageing and c) discussing with patients, clinicians and commissioners in focus groups and semi-structured interviews. Evidence gathered from Stage 1 will be synthesised using a realist perspective. Stage 2 will include intervention development (question 3) and a feasibility study, to be called the 'Enhancing Older People's Access to Care (E-OPAC)' study (question 4). From an initial scoping review and patient and public engagement the intervention may involve the following three components, 1) creation of a risk register of older people that may have poor access based on distance, deprivation and healthcare use, 2) two nurse telephone consultations for individuals on the register aiming to re-engage them with primary care, identify problems early, provide solutions and discuss crisis management and 3) a community access advisor focused on supporting individuals with social barriers, such as lack of transport, and providing user feedback to GP practices. The six-month E-OPAC feasibility study will be a cluster randomised controlled trial of eight practices (research question 4). Four will be randomised to the intervention and four to usual care. The feasibility study will test randomisation, recruitment, intervention, implementation and outcome measures. The outcome measures will be based on Maxwell's six quality of care measures and include established quality indicators (primary outcome), number of consultations, patient reported ease of access, unplanned hospital admissions and costs. This research has the potential to improve access to primary care for some of the most vulnerable people in society. Through improving access and engagement with primary care, it is expected that patients will contact primary care at an earlier stage to facilitate early management. This will improve patient health, narrow health inequalities and reduce use of urgent care services.",Complete,https://fundingawards.nihr.ac.uk/award/DRF-2014-07-083,"£331,158.93"
690480784f47b4e2063a0ee2,Health Protection,DRF-2014-07-149,NIHR Fellowships,Doctoral Research Fellowship,Mrs Helen Johnson,London School of Hygiene and Tropical Medicine,2015-01-01,2017-11-30,HPV vaccination in the UK - what next? A model-based exploration and analysis,"Background Persistent infection with Human Papillomavirus (HPV), a family of > 100 virus types, is a necessary precursor to cervical cancer and a risk factor in other cancers such as orpharyngeal, penile and anal cancers. Two types, HPV-16 and HPV-18, account for >70% of invasive cervical cancer. Since 2008 all 12-13 year old girls (and some older girls and women) in Britain have been offered a 3-dose course of a vaccine which protects against HPV-16 and -18 and, since 2012, the two types that cause most genital warts. HPV vaccination policy in Britain was informed by mathematical and economic modelling, which incorporated uncertainty about the properties of the two licensed vaccines e.g. duration and profile of vaccine protection and the extent of cross-protection against non-vaccine types. Since resultant cost-effectiveness estimates were sensitive to these assumptions, they too were bounded by large uncertainty ranges. Recently additional evidence on the efficacy and cross-protection of existing vaccines has become available, as has new data on UK sexual behaviour and vaccine uptake. Furthermore, a new nine-valent vaccine is currently undergoing phase III clinical trials. These advances in understanding and technology precipitate a continuing review of UK vaccination policy and my overall aim is to develop and use an individual-based model to answer 'second-generation' questions about the impact and cost-effectiveness of HPV vaccination e.g. whether to reduce from a 3-dose to a 2-dose regimen, introduce the new nine-valent vaccine or extend vaccination to boys or older women. Aims and plans 1. Estimate the duration and profile of protection offered by the two licensed HPV vaccines, using novel data from large community-randomised and observational studies and published data from vaccine trial cohorts and immunogenicity studies.2. Develop a type-specific individual-based mathematical model of HPV infection and diseases and fit this to data on sexual behaviour, HPV prevalence and cervical cancer using cutting-edge statistical methods. 3. Use model-based inference techniques to explore a) the extent of vaccine cross-protection and b) the rate of progression of HPV to non-cervical cancers. These are both issues which affect vaccine impact and cost-effectiveness. 4. Use the individual-based model to estimate the potential population-level impact of the nine-valent vaccine, calculating the reduction in incidence of HPV infection (by type), neoplasia and cervical cancer compared with the existing vaccines for different assumptions of vaccine coverage, efficacy and age of vaccination. 5. Conduct a cost-effectiveness analysis to estimate the cost per Quality-Adjusted Life Year gained by using the nine-valent vaccine, compared with current and alternative vaccination policies. 6. Incorporate my findings on duration of vaccine protection, cross-protection and non-cervical cancer progression to investigate alternative UK vaccination strategies. This will include an evaluation of two-dose schedules and the extension of vaccination to boys or older women, comparing the impact and effectiveness of the two licensed vaccines and the forthcoming nine-valent vaccine. Potential benefits This research is concerned with the optimisation of vaccination policy and therefore may potentially bring large-scale benefits to vaccinated individuals and to others through indirect (herd-immunity) protection. Mathematical modelling and economic analyses are used to inform all vaccine-related decisions. Using new data on duration of vaccine protection, sexual behaviour, vaccine coverage and HPV risk, and considering the new nine-valent vaccine, I shall be able to make updated recommendations on optimal strategy for reducing HPV-related cervical and non-cervical disease in the most cost-effective manner.",Complete,https://fundingawards.nihr.ac.uk/award/DRF-2014-07-149,"£89,301.82"
690480784f47b4e2063a0ee3,Health Protection,DRF-2017-10-038,NIHR Fellowships,Doctoral Research Fellowship,Ms Rebecca Goulding,The University of Manchester,2017-11-01,2021-12-31,Improving communication between patients and healthcare staff: Development and feasibility study of a behaviour change intervention,"BackgroundIncreasing numbers of people live with multimorbidity, including half of those aged 65+. These patients may be prescribed multiple medications, and have unmet needs and difficulties accessing and interacting with healthcare services (Goodwin et al., 2011; Hobbs et al., 2015). Such factors mean older people with multimorbidity are more likely to experience patient safety incidents.Initial findings from a longitudinal, qualitative study suggest many safety incidents arise because of gaps in communication between patients and healthcare staff (Daker-White et al., 2014). Communication issues can leave patients feeling dehumanised and disempowered, and threaten their safety (Coyle, 1999; Rhodes et al., 2016).Street et al. (2005) explored differences in how often patients express concerns and ask questions in consultations. These communication behaviours were found to be predominately patient-initiated, suggesting patient-orientated interventions could empower them to communicate more effectively, and improve safety.A systematic review identified three such interventions for older people (Wetzels et al., 2007). These had positive but inconclusive results, and there continues to be a lack of high-quality research in this area. Furthermore, no such intervention has been developed for older people with multimorbidity (hereinafter referred to as patients), who could benefit most. AimsI intend to address this gap by planning, designing, and developing a brief behaviour change intervention to empower patients to improve their patient safety, by helping them communicate more effectively with staff. I will then carry out a feasibility study to see if a trial of the intervention's effectiveness is possible.I will answer four research questions: What methods of communication are effective for and acceptable to patients, and which effective methods do patients underuse and why? What format and content would be suitable for a behaviour change intervention to empower patients to communicate more effectively with staff? What would enhance the usability and acceptability of this intervention? Would it be feasible to carry out a definitive trial to evaluate the effectiveness and cost-effectiveness of this intervention?Plan of investigationI will follow a theory-, evidence-, and person-based approach to plan, design, develop, and trial an intervention that addresses patients' needs (Yardley et al., 2015). Stage 1: Planning Qualitative synthesis: Use meta-ethnography to synthesise qualitative studies of communication in primary care, and explore what patients' find acceptable and helpful.Qualitative research: Review pre-recorded primary care consultations, and interview 16 patients and 9 staff to explore what effective communication behaviours are underused and why. Analyse data in the context of a framework for understanding behaviour (Michie et al., 2013). Stage 2: Design Define key objectives for the intervention, using data from stage 1.Identify suitable ways and techniques to achieve these objectives, using established methods (Michie et al., 2014).Design the intervention. Stage 3: Development and evaluation of acceptability Think-aloud study: Observe 16 patients and 9 staff using the intervention.Modify the intervention in response to findings to make it more acceptable and useable. Stage 4: Implementation and trialling Feasibility study: Deliver the intervention to 4 general practices and 48 patients to determine whether it is feasible to recruit participants, collect and analyse data, and deliver the intervention in practice.Process evaluation: Interview 16 patients and 9 staff to explore the acceptability of study procedures. Potential benefitsPatients and staff will be consulted throughout the study, and patients will be directly involved in the design and development of the intervention (stages 2 and 3). This will ensure the study is understandable and appealing, and the developed intervention is acceptable and useful.The proposed intervention has the potential to empower patients, improve communication with staff, increase satisfaction with care, and improve patient safety.",Complete,https://fundingawards.nihr.ac.uk/award/DRF-2017-10-038,"£314,447.00"
690480784f47b4e2063a0ee4,Healthcare Public Health and Preventing Premature Mortality,DRF-2017-10-088,NIHR Fellowships,Doctoral Research Fellowship,Dr Maria-Luisa M Pettigrew,London School of Hygiene and Tropical Medicine,2017-10-01,2025-03-31,"What impact has regulation had on the quality of care in general practice? Lessons from general practice inspections, reports, and ratings.","Background: Since October 2014 the Care Quality Commission (CQC) inspects GP practices in England, publishing a report and rating. By April 2017 all GP practices will have been inspected and rated for the first time. Up to 15% (1200) of these will have received an 'inadequate' or 'requires improvement' rating.Regulatory inspections of general practice with public reporting represents a major national policy intervention. It has utilised an estimated &pound;60 million, in CQC and GP practice related costs, but has generated significant resistance. Claims have been made that it is unhelpful to quality improvement, particularly in underperforming practices.However, evidence on the impact of inspections is scarce, and the factors which contribute to their effectiveness or otherwise have not been fully investigated. Current evidence on the relationship between inspections, public reporting and quality improvement in healthcare is largely from hospital settings, which are distinct from GP practices.Aims: I aim to address the following:Q1. What is already known about the role and impact of inspections in general practice organisations; specifically, what works, for whom, in what context, how and why?Q2. Using mixed-methods: Q2a. What GP practice related characteristics are associated with the initial overall CQC rating? Why and how does this association exist in GP practices rated 'inadequate' or 'requires improvement'? Q2b. What GP practice related characteristics are associated with the improvement or otherwise in overall CQC rating on re-inspection? Why and how does this association exist in GP practices rated 'inadequate' or 'requires improvement'? Q2c. Can impacts from CQC inspections, reports and ratings be detected across different measures of quality, and from the perspectives of different stakeholders? Have any impacts detected been sustained? Why and how do these impacts occur in GP practices rated 'inadequate' or 'requires improvement'? Q3. What lessons can be drawn from the answers to Q1 and Q2 for quality assurance and quality improvement in general practice?Plan of investigation: The project will have three work-streams which will produce five peer-reviewed papers, summaries and recommendations for stakeholder groups, and a PhD thesis. There will be patient, public and other stakeholder involvement throughout. This aims to enable collaborative enquiry and reflection, to ensure the ongoing relevance, effective dissemination, and implementation of findings.Work-stream I (Q1) A realist review of the literature using RAMESES guidelines (Paper 1). Work-stream II (Q2a,b&c) Quantitative Bi-variate/multi-variate analyses to identify associations between GP practice characteristics and initial CQC rating in all GP practices (Paper 2). Bi-variate/multi-variate analyses to identify associations between GP practice characteristics and ability to improve or otherwise CQC rating on re-inspection in all GP practices (Paper 2). Interrupted-time-series analyses to identify changes associated with CQC inspection and different measures of quality of care in all GP practices (Paper 3). Qualitative Focus group discussion with patients, GPs, and practice staff at six purposefully selected GP practices rated 'inadequate' or 'requires improvement', and interviews with local GP leaders. (Paper 4). Work-stream III (Q3) Findings from work-streams I and II will be brought together, to provide lessons and recommendations (Paper 5). Anticipated benefits to patients, the public and NHS: Understanding the impact of inspections and public reporting on the quality of general practice, and the factors which enabled quality improvement or otherwise, in particular, in poorly performing practices where patient care is considered at highest risk, is necessary to inform evidence-based policy and practice.Patients will benefit as findings will help improve the quality of care they receive by shaping how quality assurance and quality improvement are undertaken in general practice. The NHS will benefit through the development of more effective mechanisms to quality assure general practice and support quality improvement.",Complete,https://fundingawards.nihr.ac.uk/award/DRF-2017-10-088,"£464,130.00"
690480784f47b4e2063a0ee5,Health Protection,DRF-2017-10-099,NIHR Fellowships,Doctoral Research Fellowship,Miss Janine Doughty,University College London,2017-10-01,2021-12-31,Rapid HIV testing in the dental setting: an acceptability and feasibility study.,"Title Rapid HIV testing in the dental setting: an acceptability and feasibility study. The Problem In 2014, Public Health England estimated that 103,700 people in the UK were living with HIV. The overall prevalence being 1.9/1000 (Public Health England, 2015). Around 17% of people living with HIV were unaware of their serostatus and around 40% were diagnosed at a late stage when CD4 counts have already dipped below 350. Late diagnosis is particularly problematic in heterosexual groups, older people over the age of 50, and other ethnic minority groups, in particular Black Africans (Centre for Public Health, 2014). If diagnosis is achieved earlier in the course of the condition it can reduce transmission as well as HIV related morbidity and mortality. Rationale Almost 30 million patients attended a dentist in the UK between 2013 and 2015, equivalent to over 55% of the population. NICE (2016) encouraged opportunistic screening in primary and secondary care settings in extremely high HIV prevalence areas (diagnosed adult prevalence of 5/1000); dental settings based in these areas could be ideal locations to implement HIV testing.Existing studies have investigated patient and professional perceptions of the acceptability of HIV testing in dental settings (Greenberg et al, 2012; Blackstock et al, 2010). These studies found that between 55% and 97.6% of participants were willing to undergo HIV testing in a dental setting. Dental professionals were largely accepting of HIV testing in dental settings; willingness to offer the test ranged from 56.7% in the United States to 90% in Vietnam. To date there have been no similar studies focused on HIV testing in the dental setting conducted in the UK.Aim Phase 1 of the study aims to ascertain the acceptability of HIV testing in dental settings from the perspective of dental professionals and service users, especially those from higher risk communities. Phase 2 aims to establish whether point of care HIV testing in dental settings is feasible and acceptable to patients and the wider dental team. Plan The proposed research project is structured into two phases. The initial phase will involve up to 72 participants across seven focus groups to obtain qualitative data on the acceptability of HIV testing in the dental setting as perceived by dentists and service users, particularly those of people from demographics known to be more likely to have undiagnosed HIV or late diagnosis. The second phase of the research project will be the implementation of a non-randomised feasibility study undertaken in urgent care dental clinics and community clinics targeted at marginalised populations including the homeless, vulnerable migrants and people misusing substances. Opt-in HIV testing will be performed using the INSTI&trade; capillary blood test. All services users over the age of 16 who can provide consent and do not have a known diagnosis of HIV will be offered testing. Service users with a reactive test result will be immediately linked to a sexual health service for confirmatory testing, counselling and treatment cascade as appropriate. The feasibility study will provide essential information as to whether the key components of HIV testing are operable in the dental setting and will collect data on the proportion of patients offered screening, the proportion of those offered who uptake the test, the acceptability of the testing to dental professionals and the public, number of reactive tests, stage of HIV at diagnosis and reasons that patients declined to undergo testing. All those offered the test will be asked to complete an anonymous questionnaire on the acceptability of HIV testing in the dental setting. Process evaluation will be undertaken with dental staff and patients at months six and twelve.",Complete,https://fundingawards.nihr.ac.uk/award/DRF-2017-10-099,"£482,135.00"
690480784f47b4e2063a0ee6,Health Improvement,DRF-2017-10-116,NIHR Fellowships,Doctoral Research Fellowship,Miss Elisavet Syriopoulou,University of Leicester,2017-10-01,2020-09-30,Improving statistical methods for individualised predictions and understanding population variation in survival for colorectal cancer patients.,"BackgroundColorectal cancer is the fourth most common cancer in the UK for both males and females with approximately 41,000 new cases diagnosed each year. Despite the severity of the disease and the significant efforts that have been made, there is still a strong demand for better understanding of the disease. There is large variation in treatment, prognosis and outcomes following a colorectal cancer diagnosis and further research should focus in investigating the determinants of this variation. Furthermore, there is an emerging need to understand the prognostic factors that affect each patient's prognosis and progress of disease.AimsThe project aims to improve understanding and communication surrounding colorectal cancer by exploring variation in survival with the ultimate aim of improving clinical management by making use of a unique data resource. This will be achieved by developing and applying new statistical methods. The research to be undertaken will investigate colorectal cancer both at the individual and population level. To ensure the use of the findings in practice, a free access webtool will be developed to present results in ways that are easy to understand.Plan of investigationThe project can be summarised into three clinical (C1-C3) and three methodological components (M1-M3) that will help answer these clinical questions.C1 - Develop and validate prognostic models for colorectal cancer patients for use in improving the clinical management, including making treatment decisions and communicating the impact of a diagnosis of cancer. (Individual level)C2 -h; Explore the underlying determinants of inequalities seen across population groups through the extension and development of methods for mediation analysis. (Population level)C3 -h; Communication of results to healthcare professionals, patients, scientists and decision-makers through developing webtools. (Both individual and population level)M1 - Development and evaluation of multiple imputation approaches in the context of time-to-event data to feed into the models developed for C1 and C2.M2 -h; Development and application of standardised (marginal) survival estimates for use in both individual and population predictions (see C1 and C2), including mediation analysis approaches.M3 -h; Further development of methods for the estimation of loss in expectation of life, a measure that will be used both as an output of the prognostic model (C3) and the marginal estimates obtained in the mediation analysis (C2).Patient and NHS benefitThe developed webtool will improve understanding and communication of colorectal cancer prognosis. The prognostic model will make it possible for clinicians and patients to obtain a patient's specific prognosis and to base decisions such as choosing the optimal available treatment around the most appropriate data possible. The findings from the mediation analysis will detect the determinants for the observed inequalities across population groups. Thus, those with the worst prognosis will be targeted and the best policy interventions to alter modifiable factors can be identified and introduced in order to decrease inequalities.The methods developed as part of this proposal will also be applicable in other clinical settings and relevant software will be developed to help their wider application. The available methods will encourage research for other clinical areas and eventually benefit more patients.",Complete,https://fundingawards.nihr.ac.uk/award/DRF-2017-10-116,"£231,369.93"
690480784f47b4e2063a0ee7,Improving the Wider Determinants of Health,DRF-2017-10-159,NIHR Fellowships,Doctoral Research Fellowship,Mr John O'Dwyer,University of Leeds,2018-01-01,2021-06-30,Estimating health-related quality of life for people with learning disabilities; an adaptation of the EQ-5D,"Background: People with LD have poorer health, experience delays in diagnosis and treatment, are more likely to have poorer health outcomes and significantly shorter life expectancy than people without LD. NHS England's response to the Government's mandate of addressing poor outcomes and inequalities has placed transforming healthcare services and reducing inequalities at the centre of their agenda. Integral to an improvement in services is the need for research to accurately reflect the Health-Related Quality of Life (HRQoL) benefits, and thus the cost effectiveness, i.e. value for money, of potential improvements to inform decision making. In LD populations there are challenges collecting data specifically HRQoL for use in economic evaluations. NICE guidance states that the preferred measure of HRQoL for cost-effectiveness analysis in adults is the EQ-5D. However, research shows that people with LD have difficulty completing the measure due to the wording/language and understanding terms used. While proxy completion of EQ-5D has been proposed as a valid method, the ethics and reliability of proxy completions has been questioned. The UK Research Governance Framework and Equality Act 2010, require that, where necessary, reasonable adjustments must be made to provide accessible research materials to enable equity of access. This requirement also applies to the design of reliable and valid measures to record patient reported outcomes. Aim: The aim of this research is to adapt the EQ-5D, a preference based measure of health related quality of life, for people with mild or moderate LD for use in economic evaluation. Plan of investigation: The research utilises a mixed methods approach, across four phases. The first phase will consist of a systematic review of literature on the development or use of quality of life measures in different populations with communication difficulties, cognitive impairment or LD, and the methods used to adapt these measures for different patient groups; this will inform the development of the proposed adaptation. The second phase involves people with LD, carers/supporters of people with LD (e.g. family members or third-sector workers) reviewing both the EQ-5D-3L and EQ-5D-5L in individual Think Aloud (TA) sessions and focus groups, with emphasis being placed on the wording/language, domains and structure included in EQ-5D and the mode of its delivery. Results of the systematic review and qualitative research will inform the development of the adapted EQ-5D. The third phase will compare general population values of similar health states using original EQ-5D and adapted EQ-5D in order to assess the extent to which valuations using the adapted EQ-5D correspond to the previously established measure. The final phase will focus on testing the adapted version of EQ-5D in terms of ease of completion, internal consistency and reliability. Potential benefits to patients and the NHS: Service improvements proposed by the current government should be based on robust research evidence. Integral to that is adequately capturing patient-reported health outcomes. The development of a bespoke and robust instrument that allows adults with mild to moderate LD to reflect their opinions on their own health supports these proposals. It is proposed that a more accessible instrument would therefore be a more reliable measure of their own health and could be used in decisions relating to the services and support they receive.",Complete,https://fundingawards.nihr.ac.uk/award/DRF-2017-10-159,"£311,313.00"
690480784f47b4e2063a0ee8,Health Improvement,DRF-2017-10-181,NIHR Fellowships,Doctoral Research Fellowship,Dr Richard Ma,"Imperial College of Science, Technology and Medicine",2017-09-01,2022-08-31,Improving the effectiveness and equity of contraception provision in general practice,"Background Unplanned pregnancies have costs for mother, baby and society. Teenage Pregnancy Strategy, National Institute for Health and Care Excellence (NICE) guidelines on long acting reversible contraception (LARC), and financial incentives for general practitioners (GPs) to give advice to women about LARCs are examples of policy initiatives to prevent unplanned pregnancies and abortions. Assuming most unplanned pregnancies end in abortions, abortion rates have not reduced by much since then, particularly for women in their 20s.We do not know if financial incentives for GPs to give LARC advice had equitable impact on LARC use and reduced abortions. Women at risk of abortions might benefit from early interventions but we do not know how to identify them in general practice. Contraception consultations might not be effective because some women have problems expressing needs and clinicians sometimes make assumptions about what is best for their patients.I will explore how general practice can support women to get the contraception they want and when they need it to prevent unplanned pregnancies.Aim To assess the effectiveness and equity of contraception provision in general practice and explore how best to support women to make informed choices for contraceptive careResearch questions 1.Do financial incentives in general practice to offer LARC advice increase LARC use and reduce abortion rates in the population? 2.Does offering LARC advice reduce risk of abortion in women of reproductive age? 3.Which women registered in general practice are at a higher risk of abortion? 4.How can primary care professionals improve women decision making for contraception, especially for vulnerable women?Plan of investigation I will use Clinical Practice Research Datalink (CPRD) which is a database of anonymised medical records from general practice. It has coverage of 6.9% and broadly representative of UK population.Using a before-and-after study design on CPRD, I will measure the impact of financial incentives given to GPs to give LARC advice to women since its introduction in 2009. I will use interrupted time series analysis to examine impact using LARC use and abortion rates, and equity by demographics such as age, deprivation, and practice areas.To examine the effectiveness of LARC advice on LARC use and risk of abortions, I will follow up thee cohorts of women: those eligible for LARC advice if they were using non-LARC contraception, those who attended for emergency contraception; and women not using any contraception who were not eligible for advice which will be the control group. I will analyse effects with regression methods, using LARC advice as predictor variable and risk of abortion as outcome.Using a cohort of women of reproductive age in the CPRD, I will compare women who had abortions with those who didn't, employing regression models to create risk profiles based on age, deprivation, lifestyles, consultation patterns and contraceptive use.Lastly, I will conduct focus group studies of women from different backgrounds to explore their experiences of contraceptive care in general practice, and what support they want to help them choose the right contraception.Potential benefits Unplanned pregnancies and abortions have costs to both the individuals and society, some of these are quantifiable and others not. Switching women from using oral contraception to LARC might save over &pound;100 million for the NHS but many factors affect women's decisions to use a contraceptive method to prevent pregnancies and control their fertility.My proposal will help us understand what works, in whom and where the missed opportunities might be. The findings from the studies will help primary care professionals to support women to make informed choices about contraceptive care that works for them.",Complete,https://fundingawards.nihr.ac.uk/award/DRF-2017-10-181,"£420,528.00"
690480784f47b4e2063a0ee9,Health Improvement,DRF-2018-11-ST2-033,NIHR Fellowships,Doctoral Research Fellowship,Dr Ellesha Smith,University of Leicester,2018-10-01,2022-05-31,"Complex Evidence Synthesis using Network Meta-Analysis, IPD and Multiple Outcomes: Application Investigating the Effectiveness of Pragmatic Interventions for Diabetes Prevention and Interventions to Increase the Use of Childhood Accident Prevention Practices in the Home.","BackgroundPublic health appraisals usually are informed by simple evidence synthesis methods. These methods do not address some of the key challenges where the interventions are more complex and not as well defined as they are in controlled trials. Interventions that are made up of components are termed as 'complex interventions', for example, interventions to reduce obesity might contain 'diet' and 'exercise' components. Particular combinations of components may be more effective and cost-effective for subgroups of the population. Individual participant data and the simultaneous synthesis of multiple outcomes are rarely used in evidence synthesis but have the potential to reduce the uncertainty in the intervention effect estimates and to help appraisers make better decisions in relation to their effectiveness and cost-effectiveness. Aims The aims of this project are to answer the following research questions:How can complex interventions be assessed to provide better information to decision makers about all possible interventions?How can the evaluation of complex interventions make use of all available data to inform tailored decision making for subgroups of the population?How can the simultaneous evaluation of multiple outcomes for complex interventions improve the evidence base for decision makers? MethodsA search will be undertaken to determine what current methodologies are available for analysing complex interventions. A review of NICE public health appraisals will identify studies where the use of more sophisticated methods may have been appropriate but were not implemented. Evidence synthesis methodology will be developed to include individual participant data into a complex intervention network meta-analysis model and this will be further extended to include multiple outcomes. The performance of the methods will be assessed using simulation studies as well as two case studies in diabetes prevention and increasing the use of childhood accident prevention practices in the home. This will include investigating the value of the added information in relation to individual participant data and multiple outcomes. Anticipated Impact and DisseminationThese methods will have the ability to use all of the information available in evidence synthesis research and improve the precision of the effectiveness estimates of public health interventions. These methods can be translated into a range of clinical and public health evidence synthesis situations where the interventions or treatments are complex. This will provide better information for health intervention appraisers to make better decisions that will improve patient outcomes, improve the efficiency of health appraisal research and enable more efficient allocation of scarce NHS resources. The dissemination plan for this project includes the submission of papers to leading journals with short video abstracts, the involvement of the patient and public group to feedback the results to their clinical and wider networks and presentations at national and international conferences. A multi-stakeholder workshop will be organised in the final year to present the results of the project.",Complete,https://fundingawards.nihr.ac.uk/award/DRF-2018-11-ST2-033,"£262,850.00"
690480784f47b4e2063a0eea,Health Protection,HCS/D10/010,HEE/NIHR Integrated Clinical Academic Programme,NIHR/HEE Healthcare Science Doctoral Research Fellowship,Dr Elaine Cloutman-Green,Great Ormond Street Hospital for Children NHS Foundation Trust,2010-07-01,2015-06-30,Reducing Hospital Acquired Infections Due to Antibiotic Resistant Gram Negative Organisms,"Infections caused by multi drug resistant (MDR) gram negative bacteria lead to poor clinical outcomes and high rates of mortality. They represent an increasing challenge to the current healthcare system by limiting the antibiotics available to treat infections and by placing increasing pressure on the isolation facilities that prevent cross transmission. In order to respond to this clinical need it is essential to be able to judge when cross transmissions have occurred, in order to evaluate containment effectiveness. Current typing methods utilised for this purpose have limited access and are expensive, technically difficult and slow to deliver results. What is needed is a rapid typing technique that can be used responsively to inform infection control practice and to aid in making clinical decisions.This project aims to control the spread of MDR gram negative bacteria by focusing on rapid diagnostic techniques, improving control mechanisms by examining isolation policies and finally identifying factors that lead to poor clinical outcome when colonisation occurs.",Complete,https://fundingawards.nihr.ac.uk/award/HCS/D10/010,"£179,347.00"
